login_name,login_type,login_create_date,last_active_date,server_roles,database,mapped_user_name,user_type,default_schema,db_roles,explicit_read,explicit_write,explicit_exec,explicit_admin,access_level,grant_counts,deny_counts
old_admin_29,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_29,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_30,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_30,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_31,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_31,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_32,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_32,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_33,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_33,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_34,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_34,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_35,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_35,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_36,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_36,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_37,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_37,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_38,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_38,USER,dbo,db_datareader,False,False,False,False,Admin,,
old_admin_39,WINDOWS_LOGIN,2024-01-01 00:00:00,2025-12-26 00:00:00,,appdb (sql01),old_admin_39,USER,dbo,db_datareader,False,False,False,False,Admin,,
app_40,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_40,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_41,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_41,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_42,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_42,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_43,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_43,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_44,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_44,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_45,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_45,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_46,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_46,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_47,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_47,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_48,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_48,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
app_49,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),app_49,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_050,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-15 00:00:00,,appdb (sql01),user_050,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_051,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-17 00:00:00,,appdb (sql01),user_051,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_052,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-23 00:00:00,,appdb (sql01),user_052,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_053,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-08 00:00:00,,appdb (sql01),user_053,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_054,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-07 00:00:00,,appdb (sql01),user_054,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_055,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-09 00:00:00,,appdb (sql01),user_055,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_056,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-10 00:00:00,,appdb (sql01),user_056,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_057,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-16 00:00:00,,appdb (sql01),user_057,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_058,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-08 00:00:00,,appdb (sql01),user_058,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_059,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-18 00:00:00,,appdb (sql01),user_059,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_060,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-12 00:00:00,,appdb (sql01),user_060,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_061,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-08 00:00:00,,appdb (sql01),user_061,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_062,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-26 00:00:00,,appdb (sql01),user_062,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_063,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-21 00:00:00,,appdb (sql01),user_063,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_064,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-19 00:00:00,,appdb (sql01),user_064,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_065,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-18 00:00:00,,appdb (sql01),user_065,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_066,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-28 00:00:00,,appdb (sql01),user_066,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_067,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-22 00:00:00,,appdb (sql01),user_067,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_068,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-23 00:00:00,,appdb (sql01),user_068,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_069,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-19 00:00:00,,appdb (sql01),user_069,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_070,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-11 00:00:00,,appdb (sql01),user_070,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_071,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-10 00:00:00,,appdb (sql01),user_071,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_072,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-23 00:00:00,,appdb (sql01),user_072,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_073,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-17 00:00:00,,appdb (sql01),user_073,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_074,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-23 00:00:00,,appdb (sql01),user_074,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_075,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-20 00:00:00,,appdb (sql01),user_075,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_076,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-12 00:00:00,,appdb (sql01),user_076,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_077,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-10 00:00:00,,appdb (sql01),user_077,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_078,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-14 00:00:00,,appdb (sql01),user_078,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_079,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-11 00:00:00,,appdb (sql01),user_079,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_080,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-21 00:00:00,,appdb (sql01),user_080,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_081,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-29 00:00:00,,appdb (sql01),user_081,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_082,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-10 00:00:00,,appdb (sql01),user_082,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_083,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-27 00:00:00,,appdb (sql01),user_083,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_084,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-18 00:00:00,,appdb (sql01),user_084,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_085,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-07 00:00:00,,appdb (sql01),user_085,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_086,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-04 00:00:00,,appdb (sql01),user_086,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_087,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-28 00:00:00,,appdb (sql01),user_087,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_088,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-24 00:00:00,,appdb (sql01),user_088,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_089,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-07 00:00:00,,appdb (sql01),user_089,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_090,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-04 00:00:00,,appdb (sql01),user_090,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_091,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-14 00:00:00,,appdb (sql01),user_091,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_092,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-11 00:00:00,,appdb (sql01),user_092,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_093,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-28 00:00:00,,appdb (sql01),user_093,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_094,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-03 00:00:00,,appdb (sql01),user_094,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_095,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-07 00:00:00,,appdb (sql01),user_095,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_096,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-15 00:00:00,,appdb (sql01),user_096,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_097,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-11 00:00:00,,appdb (sql01),user_097,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_098,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-07 00:00:00,,appdb (sql01),user_098,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_099,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-03 00:00:00,,appdb (sql01),user_099,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_100,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-18 00:00:00,,appdb (sql01),user_100,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_101,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-19 00:00:00,,appdb (sql01),user_101,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_102,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-31 00:00:00,,appdb (sql01),user_102,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_103,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-18 00:00:00,,appdb (sql01),user_103,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_104,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-02 00:00:00,,appdb (sql01),user_104,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_105,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-01 00:00:00,,appdb (sql01),user_105,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_106,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-02 00:00:00,,appdb (sql01),user_106,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_107,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-17 00:00:00,,appdb (sql01),user_107,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_108,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-08 00:00:00,,appdb (sql01),user_108,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_109,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-04 00:00:00,,appdb (sql01),user_109,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_110,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-22 00:00:00,,appdb (sql01),user_110,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_111,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-09 00:00:00,,appdb (sql01),user_111,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_112,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-26 00:00:00,,appdb (sql01),user_112,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_113,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-21 00:00:00,,appdb (sql01),user_113,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_114,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-17 00:00:00,,appdb (sql01),user_114,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_115,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-24 00:00:00,,appdb (sql01),user_115,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_116,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-31 00:00:00,,appdb (sql01),user_116,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_117,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-19 00:00:00,,appdb (sql01),user_117,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_118,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-20 00:00:00,,appdb (sql01),user_118,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_119,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-06 00:00:00,,appdb (sql01),user_119,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_120,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-02 00:00:00,,appdb (sql01),user_120,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_121,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-15 00:00:00,,appdb (sql01),user_121,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_122,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-16 00:00:00,,appdb (sql01),user_122,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_123,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-27 00:00:00,,appdb (sql01),user_123,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_124,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-28 00:00:00,,appdb (sql01),user_124,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_125,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-01 00:00:00,,appdb (sql01),user_125,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_126,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-19 00:00:00,,appdb (sql01),user_126,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_127,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-12 00:00:00,,appdb (sql01),user_127,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_128,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-10 00:00:00,,appdb (sql01),user_128,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_129,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),user_129,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_130,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-22 00:00:00,,appdb (sql01),user_130,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_131,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-13 00:00:00,,appdb (sql01),user_131,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_132,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-10 00:00:00,,appdb (sql01),user_132,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_133,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-06 00:00:00,,appdb (sql01),user_133,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_134,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-06 00:00:00,,appdb (sql01),user_134,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_135,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-19 00:00:00,,appdb (sql01),user_135,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_136,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-01 00:00:00,,appdb (sql01),user_136,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_137,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-10 00:00:00,,appdb (sql01),user_137,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_138,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-28 00:00:00,,appdb (sql01),user_138,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_139,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-18 00:00:00,,appdb (sql01),user_139,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_140,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-31 00:00:00,,appdb (sql01),user_140,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_141,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-07 00:00:00,,appdb (sql01),user_141,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_142,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-26 00:00:00,,appdb (sql01),user_142,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_143,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-15 00:00:00,,appdb (sql01),user_143,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_144,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-02 00:00:00,,appdb (sql01),user_144,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_145,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-01 00:00:00,,appdb (sql01),user_145,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_146,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-14 00:00:00,,appdb (sql01),user_146,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_147,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-01 00:00:00,,appdb (sql01),user_147,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_148,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-02 00:00:00,,appdb (sql01),user_148,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_149,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-11 00:00:00,,appdb (sql01),user_149,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_150,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-13 00:00:00,,appdb (sql01),user_150,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_151,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-07 00:00:00,,appdb (sql01),user_151,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_152,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-11 00:00:00,,appdb (sql01),user_152,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_153,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-02-24 00:00:00,,appdb (sql01),user_153,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_154,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-12 00:00:00,,appdb (sql01),user_154,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_155,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-14 00:00:00,,appdb (sql01),user_155,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_156,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-04-20 00:00:00,,appdb (sql01),user_156,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_157,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-17 00:00:00,,appdb (sql01),user_157,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
user_158,WINDOWS_LOGIN,2024-01-01 00:00:00,2026-03-15 00:00:00,,appdb (sql01),user_158,USER,dbo,db_datareader,False,False,False,False,ReadOnly,,
